essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6
1675,2,"Experience in sales, consulting, media or advertising.
Demonstrated ability to think strategically about complex issues and develop recommendations and action plans.
Ability to work in a dynamic, quickly-changing environment.
Ability to present comprehensive advertising solutions for all clients.
Demonstrated analytical, communication and influencing skills.",10,9,,7,,,,,,,,,,,,,,,,,,,,,
1676,2,"Master's degree.
Experience in project management.
Experience in business planning and/or financial modeling.
Knowledge of SQL with expertise in hands-on coding.
Ability to communicate complex analytics in a structured and clear manner.
Excellent strategic thinking, problem-solving and analytical skills with impeccable business judgment.",9,9,,10,,,,,,,,,,,,,,,,,,,,,
1677,2,"MBA degree or equivalent practical experience.
Experience in building relationships with internal and external stakeholders.
Effective people management skills.
Ability to travel up to 20% of the time.",9,8,,7,,,,,,,,,,,,,,,,,,,,,
1678,2,"MBA degree.
Experience with hyperscale cloud computing.
Experience collaborating with Cloud Partners.
Experience in consultation delivery with enterprise software engagements.
Understanding of foundational cloud technologies (e.g., network, compute, database, middleware, visualization, etc.).
Excellent partner/channel pipeline development and management skills, with proven ability to deliver Go-to-Market strategies.",8,7,,7,,,,,,,,,,,,,,,,,,,,,
1679,2,"Experience using search engine marketing (Google AdWords), website analytics platforms (Google Analytics and other measurement suite products), and brand analysis techniques (upper funnel analysis).
Experience working closely with clients, advising them on how to improve business performance.
Demonstrated analytical background and experience with marketing analytics, return on investment/financial modeling, and statistical analysis.
Demonstrated understanding and experience with spreadsheet software and presentation applications.
Understanding and knowledge of the film/TV and media and entertainment industries.",10,10,,10,,,,,,,,,,,,,,,,,,,,,
1680,2,"Experience with analytics and reporting, with proficiency in leading analytics tools (Google Analytics, Omniture, Webtrends, or similar).
2 years of experience in a management consulting firm or investment banking, or analytical work experience in high volume environments in software, internet, media, retail or telecoms industries.
Experience with A/B testing, data visualization platforms (e.g. Tableau), and/or Webmaster Tools.
Highly analytical, with a track record of being a strong problem solver; capable of translating data into meaningful analysis and insights, presenting to business stakeholders, and driving value for the business. Ability to see the big picture and to focus on details when necessary.
Proven track record of project management and organizational skills, with an ability to initiate, prioritize, and execute complex, cross-functional projects with minimal guidance across businesses and leadership levels.
Ability to explain the experiment tracking needs that should be implemented/developed to both business and technical counterparts, and to identify, troubleshoot and resolve data quality issues.",9,8,,8,,,,,,,,,,,,,,,,,,,,,
1681,2,"Experience in Salesforce and CRM system integrations.
Understanding of how various cloud technologies work together to drive technology adoption within existing large account base.
Demonstrated ability to speak credibly about Platform/Infrastructure-as-a-Service (PaaS/IaaS).
Ability to plan, present, and execute a territory sales strategy.
Effective written and verbal communication/presentation skills, with strategic and analytical thinking skills.",8,7,,8,,,,,,,,,,,,,,,,,,,,,
1682,2,"Master's degree in Computer Science and/or a MBA.
Experience in a People Management role - managing a team, attracting and growing talent.
Understanding of solution architecture within web and mobile environments and technical experience of web/internet related technologies, architecture across Software/Platform/Infrastructure-as-a-Service (SaaS, PaaS and IaaS) and competitive cloud productivity suites.
Ability to effectively present to both technical and non-technical audiences, engaging C-Level in business and technology transformation.
Demonstrated ability to inspire and grow teams to their full potential in a sales environment.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Demonstrated organizational and project management capabilities.",7,8,,8,,,,,,,,,,,,,,,,,,,,,
1683,2,"Demonstrated analytical and problem-solving skills. Experience and comfort with large data sets and strong data analytics skills. Distinctive problem solving and analysis skills, combined with impeccable business judgment.
Experience of and proven ability to be successful in a complex, globally scaled product, sales and engineering environment, planning and managing at both the strategic and operational level - organized, detail-oriented, strategically focused
Distinctive analytical skills and superior ability to present to executives and communicate with highly technical management team.",7,9,,8,,,,,,,,,,,,,,,,,,,,,
1684,2,"Master's degree.
Experience working cross-functionally both internally and externally to manage partnerships or projects.
Ability to understand complex technical products.
Strong analytical and problem-solving skills.",10,9,,7,,,,,,,,,,,,,,,,,,,,,
1685,2,"Experience working and advising customers on their mobile and search strategy.
Strong analytical capabilities to analyze complex advertiser performance data through tools such as Google AdWords, Google Analytics, and Google Optimize.
Demonstrated ability to influence decision makers using consultative sales skills with c-levels and building strong client relationships.",10,10,,7,,,,,,,,,,,,,,,,,,,,,
